#Radius	DirectM	BoxM	DirectS	BoxS	
1	0.00507	0.00792	0.00824	0.0118	
2	0.0121	0.00788	0.016	0.0127	
3	0.0254	0.008	0.0303	0.0126	
4	0.0452	0.0081	0.0522	0.0128	
5	0.0721	0.00822	0.0817	0.0129	
6	0.108	0.00853	0.12	0.0132	
7	0.154	0.0083	0.169	0.0131	
8	0.212	0.00857	0.231	0.0133	
9	0.282	0.00864	0.305	0.0133	
10	0.365	0.00876	0.393	0.0135	
15	1.03	0.00927	1.09	0.0141	
20	2.23	0.00975	2.33	0.0146	
25	4.11	0.0103	4.27	0.0153
