#nb	DirectM	BoxM	Acc	Mean	DirectS	BoxS	
1	2.1	0.942	0.577	0.308	2.75	1.57	
2	1.06	0.466	0.573	0.154	1.38	0.805	
3	0.716	0.391	0.585	0.11	0.932	0.551	
4	0.538	0.335	0.595	0.0892	0.846	0.453	
5	0.659	0.327	0.578	0.106	0.902	0.525	
6	0.616	0.298	0.575	0.1	0.728	0.47	
7	0.579	0.285	0.574	0.102	0.758	0.466	
8	0.558	0.27	0.574	0.0905	0.729	0.473	
9	0.614	0.289	0.574	0.104	0.771	0.467	
10	0.578	0.281	0.574	0.0949	0.732	0.476	
